Time (s)	Light Intensity (% of scale max)	Position (m)
1.7	0.0	26.52
1.7	0.0	26.55
1.7	0.0	26.56
1.7	0.0	26.6
1.7	0.0	26.64
1.7	0.0	26.65
1.7	0.0	26.68
1.7	0.0	26.7
1.7	0.0	26.72
1.7	0.0	26.75
1.7	0.0	26.76
1.7	0.0	26.8
1.7	0.0	26.84
1.7	0.0	26.85
1.7	0.0	26.88
1.7	0.0	26.9
1.7	0.0	26.92
1.7	0.0	26.95
1.7	0.0	26.96
1.6	0.0	27.0
1.7	0.0	27.04
1.7	0.0	27.05
1.7	0.0	27.08
1.6	0.0	27.1
1.6	0.0	27.12
1.6	0.0	27.15
1.7	0.0	27.16
1.7	0.0	27.2
1.6	0.0	27.24
1.6	0.0	27.25
1.6	0.0	27.28
1.7	0.0	27.3
1.7	0.0	27.32
1.6	0.0	27.35
1.6	0.0	27.36
1.6	0.0	27.4
1.7	0.0	27.44
1.7	0.0	27.45
1.7	0.0	27.48
1.7	0.0	27.5
1.7	0.0	27.52
1.7	0.0	27.55
1.7	0.0	27.56
1.7	0.0	27.6
1.7	0.0	27.64
1.7	0.0	27.65
1.7	0.0	27.68
1.7	0.0	27.7
1.7	0.0	27.72
1.7	0.0	27.75
1.7	0.0	27.76
1.7	0.0	27.8
1.7	0.0	27.84
1.7	0.0	27.85
1.7	0.0	27.88
1.7	0.0	27.9
1.7	0.0	27.92
1.7	0.0	27.95
1.7	0.0	27.96
1.7	0.0	28.0
1.7	0.0	28.04
1.7	0.0	28.05
1.7	0.0	28.08
1.7	0.0	28.1
1.7	0.0	28.12
0.0	28.15	0.0
0.0	28.16	0.0
0.0	28.2	0.0
0.0	28.24	0.0
0.0	28.25	0.0
0.0	28.28	0.0
0.0	28.3	0.0
0.0	28.32	0.0
0.0	28.35	0.0
0.0	28.36	0.0
0.0	28.4	0.0
0.0	28.44	0.0
0.0	28.45	0.0
0.0	28.48	0.0
0.0	28.5	0.0
0.0	28.52	0.0
0.0	28.55	0.0
0.0	28.56	0.0
0.0	28.6	0.0
0.0	28.64	0.0
0.0	28.65	0.0
0.0	28.68	0.0
0.0	28.7	0.0
0.0	28.72	0.0
0.0	28.75	0.0
0.0	28.76	0.0
0.0	28.8	0.0
