Time (s)	Light Intensity (% of scale max)	Position (m)
36.95	0.98009	-0.1792
37.0	0.98351	-0.1794
37.05	0.99319	-0.1797
37.1	0.99373	-0.1799
37.15	0.99538	-0.1801
37.2	1.00107	-0.1803
37.25	1.00392	-0.1806
37.3	1.00574	-0.1808
37.35	1.01202	-0.181
37.4	1.0137	-0.1811
37.45	1.01672	-0.1814
37.5	1.01886	-0.1816
37.55	1.02023	-0.1818
37.6	1.02151	-0.1819
37.65	1.02229	-0.1821
37.7	1.02737	-0.1824
37.75	1.02815	-0.1825
37.8	1.03052	-0.1827
37.85	1.03017	-0.1827
37.9	1.03294	-0.1827
37.95	1.03955	-0.1825
38.0	1.04271	-0.1824
38.05	1.04298	-0.1824
38.1	1.04393	-0.1824
38.15	1.04453	-0.1824
38.2	1.04327	-0.1824
38.25	1.04286	-0.1824
38.3	1.04295	-0.1824
38.35	1.04338	-0.1823
38.4	1.04253	-0.1823
38.45	1.04329	-0.1823
38.5	1.04416	-0.1823
38.55	1.04346	-0.1824
38.6	1.02788	-0.1825
38.65	1.02608	-0.1826
38.7	1.02586	-0.1827
38.75	1.02589	-0.1829
38.8	1.02858	-0.1831
38.85	1.03131	-0.1835
38.9	1.03569	-0.1839
38.95	1.04152	-0.1842
39.0	1.04362	-0.1845
39.05	1.04536	-0.1848
39.1	1.04645	-0.1851
39.15	1.04799	-0.1855
39.2	1.04962	-0.1859
39.25	1.05112	-0.186
39.3	1.05067	-0.1862
39.35	1.05031	-0.1863
39.4	1.05035	-0.1866
39.45	1.05022	-0.1868
39.5	1.05099	-0.1871
39.55	1.05373	-0.1875
39.6	1.05339	-0.1877
39.65	1.05223	-0.1879
39.7	1.05078	-0.188
39.75	1.05028	-0.188
39.8	1.05031	-0.1882
39.85	1.05077	-0.1884
39.9	1.05493	-0.1886
39.95	1.05711	-0.1887
40.0	1.05841	-0.1889
40.05	1.05911	-0.189
40.1	1.05931	-0.1891
40.15	1.06029	-0.1893
40.2	1.06061	-0.1894
40.25	1.06207	-0.1895
40.3	1.06302	-0.1896
40.35	1.06477	-0.1897
40.4	1.06538	-0.19
40.45	1.06654	-0.1902
40.5	1.06601	-0.1902
