"Time (s) Florinda 0.02 1.5";"Light Intensity (% of scale max) Florinda 0.02 1.5";"Angle (rad) Florinda 0.02 1.5";"Time (s) Arianna 0.02 1.5";"Light Intensity (% of scale max) Arianna 0.02 1.5";"Angle (rad) Arianna 0.02 1.5";"Time (s) Antonio 0.02 1.5";"Light Intensity (% of scale max) Antonio 0.02 1.5";"Angle (rad) Antonio 0.02 1.5";"Time (s) Florinda 0.04 1.5";"Light Intensity (% of scale max) Florinda 0.04 1.5";"Angle (rad) Florinda 0.04 1.5";"Time (s) Matteo 0.04 1.5";"Light Intensity (% of scale max) Matteo 0.04 1.5";"Angle (rad) Matteo 0.04 1.5";"Time (s) Antonio 0.04 1.5";"Light Intensity (% of scale max) Antonio 0.04 1.5";"Angle (rad) Antonio 0.04 1.5";"Time (s) Arianna 0.08 1.5";"Light Intensity (% of scale max) Arianna 0.08 1.5";"Angle (rad) Arianna 0.08 1.5";"Time (s) Florinda 0.08 1.5";"Light Intensity (% of scale max) Florinda 0.08 1.5";"Angle (rad) Florinda 0.08 1.5";"Time (s) Matteo 0.08 1.5";"Light Intensity (% of scale max) Matteo 0.08 1.5";"Angle (rad) Matteo 0.08 1.5";"Time (s) Florinda 0.02 1.0 candela";"Light Intensity (% of scale max) Florinda 0.02 1.0 candela";"Angle (rad) Florinda 0.02 1.0 candela";"Time (s) Antonio 0.04 1.0 candela";"Light Intensity (% of scale max) Antonio 0.04 1.0 candela";"Angle (rad) Antonio 0.04 1.0 candela";"Time (s) Matteo 0.04 1.0";"Light Intensity (% of scale max) Matteo 0.04 1.0";"Angle (rad) Matteo 0.04 1.0";"Time (s) Arianna 0.08 1.0";"Light Intensity (% of scale max) Arianna 0.08 1.0";"Angle (rad) Arianna 0.08 1.0";"Time (s) Antonio 0.08 0.5";"Light Intensity (% of scale max) Antonio 0.08 0.5";"Angle (rad) Antonio 0.08 0.5";"Time (s) Florinda 0.04 0.5";"Light Intensity (% of scale max) Florinda 0.04 0.5";"Angle (rad) Florinda 0.04 0.5";"Time (s) Laser rumore costante sole";"Light Intensity (% of scale max) Laser rumore costante sole";"Angle (rad) Laser rumore costante sole";"Time (s) Corrente di buio t candela";"Light Intensity (% of scale max) Corrente di buio t candela";"Angle (rad) Corrente di buio t candela";"Time (s) Corrente di buio t lampadina";"Light Intensity (% of scale max) Corrente di buio t lampadina";"Angle (rad) Corrente di buio t lampadina";"Time (s) Rumore t lampadina";"Light Intensity (% of scale max) Rumore t lampadina";"Angle (rad) Rumore t lampadina";"Time (s) Rumore t candela";"Light Intensity (% of scale max) Rumore t candela";"Angle (rad) Rumore t candela";"Time (s) Rumore s lampadina";"Light Intensity (% of scale max) Rumore s lampadina";"Angle (rad) Rumore s lampadina";"Time (s) VAntonio 0.02 1.5";"Light Intensity (% of scale max) VAntonio 0.02 1.5";"Angle (rad) VAntonio 0.02 1.5"
1,500;0,03073;0,00000;1,500;0,03220;0,00157;1,500;0,04347;0,00000;1,500;0,04991;0,00314;1,500;0,02855;0,00000;1,500;0,05162;0,00000;1,500;0,04836;-0,10446;1,500;0,05489;-0,09582;1,500;0,04364;-0,13666;1,500;0,80862;0,00000;1,500;1,32390;0,00000;1,500;0,03433;-0,11310;1,500;0,03635;-0,41076;1,500;0,02516;-0,35500;1,500;0,03134;0,00000;1,500;32,60374;0,00000;1,500;1,90697;0,00000;1,500;0,03578;0,00000;1,500;0,09676;0,00000;1,500;4,46181;0,00000;1,500;0,08977;-0,52779;1,500;0,04945;-0,00707
1,550;0,03046;0,00000;1,550;0,03246;0,00157;1,550;0,04326;0,00000;1,550;0,05019;0,00314;1,550;0,03101;0,00000;1,550;0,05174;0,00000;1,550;0,04878;-0,12095;1,550;0,05484;-0,10092;1,550;0,04372;-0,13666;1,550;0,81593;0,00000;1,550;1,13739;0,00000;1,550;0,03459;-0,13352;1,550;0,03651;-0,45003;1,550;0,02522;-0,35500;1,550;0,03134;0,00000;1,550;32,62639;0,00000;1,550;1,89128;0,00000;1,550;0,03569;0,00000;1,550;0,10040;0,00000;1,550;4,46707;0,00000;1,550;0,08974;-0,56588;1,550;0,04968;-0,01374
1,600;0,03062;0,00000;1,600;0,03238;0,00157;1,600;0,04352;0,00000;1,600;0,05043;0,00314;1,600;0,03281;-0,00157;1,600;0,05168;0,00000;1,600;0,04974;-0,13980;1,600;0,05458;-0,11153;1,600;0,04414;-0,13823;1,600;0,80728;0,00000;1,600;1,03719;0,00000;1,600;0,03464;-0,16493;1,600;0,03670;-0,49323;1,600;0,02544;-0,35500;1,600;0,03146;0,00000;1,600;32,61398;0,00000;1,600;1,87810;0,00000;1,600;0,03566;0,00000;1,600;0,10258;0,00000;1,600;4,45926;0,00000;1,600;0,08939;-0,62989;1,600;0,05008;-0,01414
1,650;0,03047;0,00000;1,650;0,03252;0,00157;1,650;0,04372;0,00000;1,650;0,05075;0,00314;1,650;0,03119;-0,00314;1,650;0,05167;0,00000;1,650;0,05023;-0,15944;1,650;0,05362;-0,12370;1,650;0,04372;-0,13862;1,650;0,80322;0,00000;1,650;1,31584;0,00000;1,650;0,03452;-0,19792;1,650;0,03648;-0,53289;1,650;0,02541;-0,35500;1,650;0,03152;0,00000;1,650;32,60350;0,00000;1,650;1,85103;0,00000;1,650;0,03561;0,00000;1,650;0,10275;0,00000;1,650;4,56148;0,00000;1,650;0,08942;-0,70018;1,650;0,04997;-0,01414
1,700;0,03061;0,00000;1,700;0,03215;0,00157;1,700;0,04364;0,00000;1,700;0,05075;0,00314;1,700;0,03020;-0,00314;1,700;0,05153;0,00000;1,700;0,04997;-0,18143;1,700;0,05347;-0,13587;1,700;0,04370;-0,14451;1,700;0,78873;0,00000;1,700;1,17719;0,00000;1,700;0,03474;-0,19714;1,700;0,03654;-0,57334;1,700;0,02522;-0,35500;1,700;0,03143;0,00000;1,700;32,61382;0,00000;1,700;1,86484;0,00000;1,700;0,03557;0,00000;1,700;0,10248;0,00000;1,700;4,55959;0,00000;1,700;0,08949;-0,76655;1,700;0,05029;-0,01414
1,750;0,03053;0,00000;1,750;0,03229;0,00157;1,750;0,04355;0,00000;1,750;0,05080;0,00314;1,750;0,03011;-0,00314;1,750;0,05144;0,00000;1,750;0,04968;-0,20460;1,750;0,05278;-0,14334;1,750;0,04468;-0,16218;1,750;0,78818;0,00000;1,750;1,06496;0,00000;1,750;0,03468;-0,19635;1,750;0,03697;-0,61850;1,750;0,02527;-0,35500;1,750;0,03192;0,00000;1,750;32,60204;0,00000;1,750;1,87384;0,00000;1,750;0,03566;0,00000;1,750;0,10237;0,00000;1,750;4,56567;0,00000;1,750;0,08936;-0,80464;1,750;0,05046;-0,01414
1,800;0,03072;0,00000;1,800;0,03236;0,00157;1,800;0,04333;0,00000;1,800;0,05064;0,00314;1,800;0,02838;-0,00314;1,800;0,05103;0,00000;1,800;0,04930;-0,22619;1,800;0,05273;-0,14765;1,800;0,04510;-0,16965;1,800;0,81705;0,00000;1,800;1,34904;0,00000;1,800;0,03481;-0,19635;1,800;0,03731;-0,66916;1,800;0,02557;-0,35500;1,800;0,03180;-0,00157;1,800;32,60503;0,00000;1,800;1,83209;0,00000;1,800;0,03554;0,00000;1,800;0,10240;0,00000;1,800;4,57104;0,00000;1,800;0,08920;-0,80896;1,800;0,05052;-0,01414
1,850;0,03049;0,00000;1,850;0,03242;3,92699E-4;1,850;0,04332;0,00000;1,850;0,04944;0,00275;1,850;0,02959;-0,00314;1,850;0,05147;-0,00236;1,850;0,04912;-0,25486;1,850;0,05246;-0,14923;1,850;0,04518;-0,17514;1,850;0,85013;0,00000;1,850;1,17792;0,00157;1,850;0,03474;-0,19124;1,850;0,03740;-0,72846;1,850;0,02545;-0,35775;1,850;0,03189;-0,00550;1,850;32,60884;0,00000;1,850;1,82603;0,00000;1,850;0,03542;0,00000;1,850;0,10207;0,00000;1,850;4,60295;0,00000;1,850;0,08960;-0,80896;1,850;0,05046;-0,01100
1,900;0,03120;0,00000;1,900;0,03258;0,00157;1,900;0,04367;0,00000;1,900;0,04893;0,00157;1,900;0,03239;-0,00314;1,900;0,05119;-0,02670;1,900;0,04921;-0,27960;1,900;0,05246;-0,15001;1,900;0,04585;-0,21284;1,900;0,84186;0,00000;1,900;1,07097;0,00157;1,900;0,03510;-0,18614;1,900;0,03748;-0,78854;1,900;0,02554;-0,36128;1,900;0,03188;-0,00864;1,900;32,61111;0,00000;1,900;1,81450;0,00000;1,900;0,03535;0,00000;1,900;0,10194;0,00000;1,900;4,58975;0,00000;1,900;0,08994;-0,80503;1,900;0,05060;-0,01100
1,950;0,03036;0,00000;1,950;0,03252;0,00157;1,950;0,04355;0,00000;1,950;0,04794;0,00157;1,950;0,03371;-0,00314;1,950;0,05138;-0,07226;1,950;0,04967;-0,30552;1,950;0,05258;-0,15080;1,950;0,04553;-0,25172;1,950;0,83751;0,00000;1,950;1,30379;0,00157;1,950;0,03506;-0,19282;1,950;0,03780;-0,82035;1,950;0,02548;-0,36482;1,950;0,03183;-0,00942;1,950;32,59451;0,00000;1,950;1,81946;0,00000;1,950;0,03575;0,00000;1,950;0,10175;0,00000;1,950;4,57924;0,00000;1,950;0,08990;-0,80111;1,950;0,05055;-0,01100
2,000;0,03073;0,00000;2,000;0,03265;0,00157;2,000;0,04381;0,00000;2,000;0,04684;0,00157;2,000;0,03197;-0,00314;2,000;0,05199;-0,12723;2,000;0,04938;-0,34243;2,000;0,05243;-0,15080;2,000;0,04536;-0,25604;2,000;0,82988;0,00000;2,000;1,17659;0,00157;2,000;0,03394;-0,19792;2,000;0,03772;-0,82310;2,000;0,02545;-0,37385;2,000;0,03192;-0,00942;2,000;32,60306;0,00000;2,000;1,84045;0,00000;2,000;0,03561;0,00000;2,000;0,10168;0,00000;2,000;4,56711;0,00000;2,000;0,08981;-0,80111;2,000;0,05080;-0,01100
2,050;0,03056;0,00000;2,050;0,03224;0,00157;2,050;0,04359;0,00000;2,050;0,04555;0,00157;2,050;0,03149;-0,00314;2,050;0,05159;-0,14687;2,050;0,04929;-0,35657;2,050;0,05235;-0,13627;2,050;0,04541;-0,25604;2,050;0,82367;0,00000;2,050;0,96309;0,00157;2,050;0,03510;-0,20931;2,050;0,03796;-0,81367;2,050;0,02545;-0,38327;2,050;0,03175;-0,01335;2,050;32,60023;0,00000;2,050;1,83698;0,00000;2,050;0,03542;0,00000;2,050;0,10179;0,00000;2,050;4,62352;0,00000;2,050;0,08965;-0,80111;2,050;0,05051;-0,01100
2,100;0,03053;0,00000;2,100;0,03224;0,00157;2,100;0,04352;0,00000;2,100;0,04488;0,00157;2,100;0,03110;-0,00314;2,100;0,05121;-0,17514;2,100;0,04897;-0,34950;2,100;0,05228;-0,12566;2,100;0,04552;-0,25604;2,100;0,84471;0,00000;2,100;1,22491;0,00157;2,100;0,03493;-0,25683;2,100;0,03824;-0,80425;2,100;0,02571;-0,39348;2,100;0,03214;-0,01806;2,100;32,59637;0,00000;2,100;1,80853;0,00000;2,100;0,03563;0,00000;2,100;0,10130;0,00000;2,100;4,63922;0,00000;2,100;0,08966;-0,80111;2,100;0,05057;-0,01100
2,150;0,03033;0,00000;2,150;0,03195;0,00157;2,150;0,04350;0,00000;2,150;0,04465;-0,01610;2,150;0,02937;-0,00314;2,150;0,05101;-0,19517;2,150;0,04890;-0,33890;2,150;0,05217;-0,12566;2,150;0,04546;-0,25604;2,150;0,90137;0,00000;2,150;0,99847;0,00157;2,150;0,03418;-0,28667;2,150;0,03859;-0,80425;2,150;0,02577;-0,40841;2,150;0,03186;-0,02749;2,150;32,60742;0,00000;2,150;1,80302;0,00000;2,150;0,03566;0,00000;2,150;0,10089;0,00000;2,150;4,61774;0,00000;2,150;0,08984;-0,80111;2,150;0,05019;-0,01100
2,200;0,03053;0,00000;2,200;0,03206;0,00157;2,200;0,04337;0,00000;2,200;0,04442;-0,03456;2,200;0,02998;-0,00314;2,200;0,05069;-0,23405;2,200;0,04898;-0,33772;2,200;0,05206;-0,12566;2,200;0,04552;-0,25604;2,200;0,89813;0,00000;2,200;0,91844;0,00000;2,200;0,03416;-0,30002;2,200;0,03865;-0,80425;2,200;0,02556;-0,43982;2,200;0,03220;-0,04241;2,200;32,59506;0,00000;2,200;1,80788;0,00000;2,200;0,03542;0,00000;2,200;0,10080;0,00000;2,200;4,61090;0,00000;2,200;0,08981;-0,80111;2,200;0,05045;-0,01100
2,250;0,03085;0,00000;2,250;0,03175;0,00157;2,250;0,04361;0,00000;2,250;0,04237;-0,06126;2,250;0,03084;-0,00314;2,250;0,05087;-0,27803;2,250;0,04898;-0,33772;2,250;0,05182;-0,12566;2,250;0,04533;-0,25290;2,250;0,88431;0,00000;2,250;1,13081;0,00000;2,250;0,03377;-0,34558;2,250;0,04002;-0,80425;2,250;0,02574;-0,47320;2,250;0,03195;-0,06048;2,250;32,59952;0,00000;2,250;1,83417;0,00000;2,250;0,03535;0,00000;2,250;0,10062;0,00000;2,250;4,62653;0,00000;2,250;0,08961;-0,80150;2,250;0,05017;-0,01100
2,300;0,03085;-0,00157;2,300;0,03168;0,00157;2,300;0,04366;0,00000;2,300;0,04218;-0,06597;2,300;0,03441;-0,00314;2,300;0,05109;-0,30631;2,300;0,04900;-0,33772;2,300;0,05186;-0,12566;2,300;0,04599;-0,25211;2,300;0,87300;0,00000;2,300;0,98474;0,00000;2,300;0,03384;-0,37621;2,300;0,04047;-0,80425;2,300;0,02527;-0,50266;2,300;0,03204;-0,08011;2,300;32,60519;0,00000;2,300;1,84239;0,00000;2,300;0,03531;0,00000;2,300;0,10022;0,00000;2,300;4,66899;0,00000;2,300;0,08980;-0,80660;2,300;0,05032;-0,01100
2,350;0,03117;-0,00903;2,350;0,03195;0,00157;2,350;0,04369;0,00000;2,350;0,04141;-0,07540;2,350;0,03378;-0,00314;2,350;0,05115;-0,31573;2,350;0,04895;-0,33772;2,350;0,05174;-0,12566;2,350;0,04565;-0,25133;2,350;0,86540;-0,00353;2,350;0,90645;0,00000;2,350;0,03381;-0,37856;2,350;0,04028;-0,80425;2,350;0,02542;-0,51797;2,350;0,03177;-0,10446;2,350;32,59543;0,00000;2,350;1,82025;0,00000;2,350;0,03531;0,00000;2,350;0,10001;0,00000;2,350;4,65828;0,00000;2,350;0,08978;-0,82231;2,350;0,05043;-0,01100
2,400;0,03096;-0,02670;2,400;0,03192;0,00157;2,400;0,04369;0,00000;2,400;0,04056;-0,09425;2,400;0,03218;-0,00314;2,400;0,05057;-0,33929;2,400;0,04907;-0,33772;2,400;0,05171;-0,12566;2,400;0,04532;-0,25133;2,400;0,88927;-0,02356;2,400;1,14943;0,00000;2,400;0,03387;-0,36914;2,400;0,04066;-0,80425;2,400;0,02560;-0,52936;2,400;0,03131;-0,12723;2,400;32,59500;0,00000;2,400;1,81964;0,00000;2,400;0,03528;0,00000;2,400;0,09991;0,00000;2,400;4,66542;0,00000;2,400;0,08969;-0,84509;2,400;0,05052;-0,01100
2,450;0,03119;-0,06951;2,450;0,03191;0,00157;2,450;0,04344;0,00000;2,450;0,03972;-0,11388;2,450;0,03084;-0,00314;2,450;0,05038;-0,37660;2,450;0,04910;-0,33772;2,450;0,05191;-0,12566;2,450;0,04556;-0,25329;2,450;0,96536;-0,04045;2,450;1,02272;0,00000;2,450;0,03397;-0,36757;2,450;0,04114;-0,80503;2,450;0,02565;-0,54428;2,450;0,03140;-0,14962;2,450;32,60431;0,00000;2,450;1,80994;0,00000;2,450;0,03540;0,00000;2,450;0,09962;0,00000;2,450;4,68521;0,00000;2,450;0,08942;-0,89850;2,450;0,05045;-0,01139
2,500;0,03114;-0,11938;2,500;0,03201;0,00157;2,500;0,04314;0,00000;2,500;0,03908;-0,11624;2,500;0,03023;-0,00314;2,500;0,05013;-0,39584;2,500;0,04883;-0,33851;2,500;0,05191;-0,12566;2,500;0,04547;-0,25604;2,500;0,97284;-0,04398;2,500;1,04608;0,00000;2,500;0,03398;-0,36757;2,500;0,04138;-0,80975;2,500;0,02545;-0,56313;2,500;0,03122;-0,18692;2,500;32,58481;0,00000;2,500;1,84834;0,00000;2,500;0,03549;0,00000;2,500;0,09949;0,00000;2,500;4,72107;0,00000;2,500;0,08980;-0,95819;2,500;0,05042;-0,01492
2,550;0,03110;-0,17632;2,550;0,03203;0,00157;2,550;0,04356;0,00000;2,550;0,03908;-0,11624;2,550;0,02939;-0,00314;2,550;0,04993;-0,42333;2,550;0,04887;-0,34754;2,550;0,05159;-0,12566;2,550;0,04486;-0,27646;2,550;0,96039;-0,04516;2,550;1,22549;-0,01767;2,550;0,03412;-0,36757;2,550;0,04152;-0,81328;2,550;0,02570;-0,58434;2,550;0,03139;-0,23248;2,550;32,61594;0,00000;2,550;1,86505;0,00000;2,550;0,03522;0,00000;2,550;0,09944;0,00000;2,550;4,69751;0,00000;2,550;0,08923;-1,00610;2,550;0,05023;-0,01846
2,600;0,03096;-0,23248;2,600;0,03246;0,00157;2,600;0,04372;0,00000;2,600;0,03860;-0,12566;2,600;0,03331;-0,00471;2,600;0,04955;-0,46496;2,600;0,04791;-0,36757;2,600;0,05188;-0,12723;2,600;0,04390;-0,30788;2,600;0,96005;-0,05184;2,600;1,11710;-0,02827;2,600;0,03377;-0,36757;2,600;0,04172;-0,81681;2,600;0,02557;-0,60319;2,600;0,03142;-0,27803;2,600;32,58707;0,00000;2,600;1,85472;0,00000;2,600;0,03545;0,00000;2,600;0,09898;0,00000;2,600;4,68106;0,00000;2,600;0,08902;-1,04458;2,600;0,05060;-0,01885
2,650;0,02983;-0,28235;2,650;0,03230;0,00157;2,650;0,04341;0,00000;2,650;0,03839;-0,13352;2,650;0,03482;-0,00825;2,650;0,04907;-0,51208;2,650;0,04701;-0,39820;2,650;0,05211;-0,13195;2,650;0,04398;-0,31220;2,650;0,95857;-0,06676;2,650;0,99051;-0,04595;2,650;0,03108;-0,36757;2,650;0,04253;-0,82074;2,650;0,02577;-0,62243;2,650;0,03119;-0,32201;2,650;32,60541;0,00000;2,650;1,83798;0,00000;2,650;0,03523;0,00000;2,650;0,09862;0,00000;2,650;4,67738;0,00000;2,650;0,08928;-1,09288;2,650;0,05058;-0,01885
2,700;0,03081;-0,32358;2,700;0,03235;0,00157;2,700;0,04358;0,00000;2,700;0,03831;-0,14765;2,700;0,03476;-0,00942;2,700;0,04924;-0,55606;2,700;0,04573;-0,43354;2,700;0,05219;-0,13352;2,700;0,04463;-0,32673;2,700;0,95831;-0,08090;2,700;1,21053;-0,05498;2,700;0,03168;-0,36914;2,700;0,04266;-0,82624;2,700;0,02563;-0,64010;2,700;0,03107;-0,36678;2,700;32,60542;0,00000;2,700;1,83018;0,00000;2,700;0,03522;0,00000;2,700;0,09851;0,00000;2,700;4,72528;0,00000;2,700;0,08926;-1,12783;2,700;0,05046;-0,01885
2,750;0,03099;-0,40134;2,750;0,03247;0,00157;2,750;0,04353;0,00000;2,750;0,03835;-0,17475;2,750;0,03532;-0,01178;2,750;0,04880;-0,59298;2,750;0,04486;-0,46653;2,750;0,05217;-0,13744;2,750;0,04378;-0,35893;2,750;1,01906;-0,09857;2,750;1,14175;-0,07461;2,750;0,03514;-0,37660;2,750;0,04300;-0,83409;2,750;0,02577;-0,65542;2,750;0,03105;-0,39270;2,750;32,58350;0,00000;2,750;1,82301;0,00000;2,750;0,03540;0,00000;2,750;0,09778;0,00000;2,750;4,70546;0,00000;2,750;0,08902;-1,14865;2,750;0,05014;-0,01885
2,800;0,03114;-0,47752;2,800;0,03227;0,00157;2,800;0,04346;0,00000;2,800;0,03856;-0,19321;2,800;0,03421;-0,02670;2,800;0,04869;-0,62204;2,800;0,04373;-0,48852;2,800;0,05255;-0,13823;2,800;0,04346;-0,38327;2,800;1,03896;-0,11781;2,800;1,10765;-0,10053;2,800;0,03574;-0,38642;2,800;0,04359;-0,84195;2,800;0,02583;-0,65973;2,800;0,03110;-0,41155;2,800;32,61516;0,00000;2,800;1,86816;0,00000;2,800;0,03522;0,00000;2,800;0,09682;0,00000;2,800;4,70871;0,00000;2,800;0,08971;-1,19224;2,800;0,05034;-0,01885
2,850;0,03113;-0,48341;2,850;0,03230;0,00157;2,850;0,04375;3,92699E-4;2,850;0,03879;-0,19478;2,850;0,03423;-0,03181;2,850;0,04874;-0,63303;2,850;0,04341;-0,51444;2,850;0,05180;-0,14176;2,850;0,04343;-0,39388;2,850;1,03171;-0,13116;2,850;1,08279;-0,12056;2,850;0,03505;-0,39309;2,850;0,04375;-0,85608;2,850;0,02582;-0,65973;2,850;0,03087;-0,44022;2,850;32,59251;0,00000;2,850;1,86679;0,00000;2,850;0,03522;0,00000;2,850;0,09436;0,00000;2,850;4,71530;0,00000;2,850;0,08983;-1,24368;2,850;0,05032;-0,02199
2,900;0,03151;-0,48223;2,900;0,03247;0,00157;2,900;0,04362;0,00157;2,900;0,03877;-0,19478;2,900;0,03459;-0,03299;2,900;0,04842;-0,63068;2,900;0,04324;-0,53878;2,900;0,05179;-0,14451;2,900;0,04286;-0,39741;2,900;1,01852;-0,14373;2,900;1,29674;-0,14216;2,900;0,03256;-0,40762;2,900;0,04396;-0,87179;2,900;0,02594;-0,65267;2,900;0,03084;-0,47202;2,900;32,59192;0,00000;2,900;1,84853;0,00000;2,900;0,03529;0,00000;2,900;0,09328;0,00000;2,900;4,76015;0,00000;2,900;0,09000;-1,28884;2,900;0,05037;-0,04241
2,950;0,03178;-0,48223;2,950;0,03265;0,00157;2,950;0,04355;0,00157;2,950;0,03873;-0,19478;2,950;0,03482;-0,03299;2,950;0,04857;-0,62361;2,950;0,04292;-0,56313;2,950;0,05211;-0,14962;2,950;0,04297;-0,39741;2,950;1,01620;-0,16454;2,950;1,12125;-0,17907;2,950;0,03209;-0,45043;2,950;0,04424;-0,88868;2,950;0,02553;-0,64442;2,950;0,03078;-0,49676;2,950;32,60257;0,00000;2,950;1,83392;0,00000;2,950;0,03537;0,00000;2,950;0,09267;0,00000;2,950;4,74107;0,00000;2,950;0,09009;-1,33636;2,950;0,05045;-0,07461
3,000;0,03157;-0,48223;3,000;0,03261;0,00157;3,000;0,04338;0,00157;3,000;0,03845;-0,19478;3,000;0,03491;-0,03613;3,000;0,04779;-0,62204;3,000;0,04349;-0,59847;3,000;0,05194;-0,15865;3,000;0,04323;-0,39741;3,000;1,01051;-0,18378;3,000;1,00093;-0,22305;3,000;0,03137;-0,49166;3,000;0,04388;-0,90478;3,000;0,02574;-0,64403;3,000;0,03081;-0,52150;3,000;32,58682;0,00000;3,000;1,81946;0,00000;3,000;0,03523;0,00000;3,000;0,09268;0,00000;3,000;4,73006;0,00000;3,000;0,08972;-1,37445;3,000;0,05038;-0,09425
3,050;0,03177;-0,48223;3,050;0,03284;0,00196;3,050;0,04359;0,00157;3,050;0,03847;-0,19439;3,050;0,03571;-0,05301;3,050;0,04790;-0,62204;3,050;0,04398;-0,62793;3,050;0,05168;-0,16258;3,050;0,04282;-0,38563;3,050;1,01466;-0,19910;3,050;1,24522;-0,24622;3,050;0,03062;-0,52425;3,050;0,04425;-0,92481;3,050;0,02580;-0,64403;3,050;0,03085;-0,54899;3,050;32,57347;0,00000;3,050;1,82405;0,00000;3,050;0,03532;0,00000;3,050;0,09146;0,00000;3,050;4,72061;0,00000;3,050;0,08954;-1,39369;3,050;0,05046;-0,09425
3,100;0,03209;-0,48223;3,100;0,03307;0,00314;3,100;0,04411;0,00157;3,100;0,03862;-0,18771;3,100;0,03612;-0,06990;3,100;0,04776;-0,62204;3,100;0,04469;-0,65973;3,100;0,05135;-0,16572;3,100;0,04305;-0,38327;3,100;1,07950;-0,21834;3,100;1,11272;-0,27410;3,100;0,03197;-0,54899;3,100;0,04417;-0,94562;3,100;0,02565;-0,64403;3,100;0,03078;-0,55606;3,100;32,58377;0,00000;3,100;1,86153;0,00000;3,100;0,03506;0,00000;3,100;0,08940;0,00000;3,100;4,76660;0,00000;3,100;0,08957;-1,42000;3,100;0,05026;-0,08875
3,150;0,03233;-0,48223;3,150;0,03314;0,00314;3,150;0,04393;0,00157;3,150;0,03789;-0,18221;3,150;0,03658;-0,07501;3,150;0,04770;-0,62204;3,150;0,04575;-0,69626;3,150;0,05153;-0,17122;3,150;0,04320;-0,38327;3,150;1,09224;-0,22934;3,150;0,99756;-0,29963;3,150;0,03389;-0,55724;3,150;0,04387;-0,96526;3,150;0,02562;-0,64403;3,150;0,03081;-0,55606;3,150;32,61194;0,00000;3,150;1,84393;0,00000;3,150;0,03528;0,00000;3,150;0,08672;0,00000;3,150;4,75455;0,00000;3,150;0,08960;-1,43924;3,150;0,05019;-0,05498
3,200;0,03212;-0,48223;3,200;0,03322;0,00314;3,200;0,04395;0,00157;3,200;0,03824;-0,18221;3,200;0,03697;-0,07540;3,200;0,04707;-0,62204;3,200;0,04759;-0,72885;3,200;0,05191;-0,18221;3,200;0,04297;-0,38327;3,200;1,07460;-0,23091;3,200;1,26939;-0,32358;3,200;0,03163;-0,55763;3,200;0,04372;-0,98960;3,200;0,02547;-0,64403;3,200;0,03096;-0,55606;3,200;32,55356;0,00000;3,200;1,83115;0,00000;3,200;0,03517;0,00000;3,200;0,08412;0,00000;3,200;4,75496;0,00000;3,200;0,08929;-1,44199;3,200;0,04996;0,00000
3,250;0,03224;-0,48223;3,250;0,03322;0,00314;3,250;0,04396;0,00157;3,250;0,03815;-0,18221;3,250;0,03702;-0,07304;3,250;0,04733;-0,62204;3,250;0,04773;-0,73985;3,250;0,05136;-0,19007;3,250;0,04308;-0,38327;3,250;1,06204;-0,23091;3,250;0,92072;-0,35500;3,250;0,03365;-0,54978;3,250;0,04349;-1,01120;3,250;0,02557;-0,64560;3,250;0,02982;-0,56313;3,250;32,60219;0,00000;3,250;1,81122;0,00000;3,250;0,03516;0,00000;3,250;0,08432;0,00000;3,250;4,74652;0,00000;3,250;0,08955;-1,44199;3,250;0,04977;0,00000
3,300;0,03267;-0,48302;3,300;0,03328;0,00236;3,300;0,04428;0,00157;3,300;0,03835;-0,18221;3,300;0,03532;-0,06283;3,300;0,04762;-0,62518;3,300;0,04767;-0,73670;3,300;0,05121;-0,19871;3,300;0,04335;-0,38720;3,300;1,05353;-0,23091;3,300;1,02750;-0,35814;3,300;0,03362;-0,54978;3,300;0,04312;-1,03594;3,300;0,02565;-0,64638;3,300;0,02991;-0,57256;3,300;32,59247;0,00000;3,300;1,80800;0,00000;3,300;0,03537;0,00000;3,300;0,08646;0,00000;3,300;4,78722;0,00000;3,300;0,08932;-1,44199;3,300;0,04968;0,00000
3,350;0,03262;-0,48852;3,350;0,03380;0,00157;3,350;0,04434;0,00157;3,350;0,03844;-0,18221;3,350;0,03789;-0,05969;3,350;0,04752;-0,63774;3,350;0,04744;-0,72767;3,350;0,05127;-0,20852;3,350;0,04218;-0,39584;3,350;1,04411;-0,23091;3,350;1,03819;-0,34597;3,350;0,03368;-0,54978;3,350;0,04295;-1,06422;3,350;0,02550;-0,64717;3,350;0,02908;-0,57962;3,350;32,56799;0,00000;3,350;1,82997;0,00000;3,350;0,03522;0,00000;3,350;0,08488;0,00000;3,350;4,76180;0,00000;3,350;0,08939;-1,44199;3,350;0,04997;0,00000
3,400;0,03304;-0,50266;3,400;0,03412;0,00157;3,400;0,04440;0,00157;3,400;0,03873;-0,18221;3,400;0,03819;-0,05969;3,400;0,04752;-0,66602;3,400;0,04764;-0,72571;3,400;0,05135;-0,21991;3,400;0,04286;-0,41155;3,400;1,08743;-0,23091;3,400;0,88974;-0,34243;3,400;0,03366;-0,54978;3,400;0,04277;-1,09328;3,400;0,02538;-0,65031;3,400;0,02945;-0,59062;3,400;32,58372;0,00000;3,400;1,83884;0,00000;3,400;0,03537;0,00000;3,400;0,07915;0,00000;3,400;4,72867;0,00000;3,400;0,08934;-1,44199;3,400;0,04977;0,00000
